Release Date,Book,Chapter Number,Chapter Name,Speaker,Dialogue,Addressee,Listener,About Character,Mentioned Character,Present
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"I'm afraid,",Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,It's from Lysa.,Eddard Stark,Luwin,Lysa Arryn,Lysa Arryn,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"It will not make us glad,",Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"There is grief in this message, Ned. I can feel it.",Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,Open it.,Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"Lysa took no chances. When we were girls together, we had a private language, she and I.",Eddard Stark,Luwin,Lysa Arryn,Lysa Arryn,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,Can you read it?,Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"Yes,",Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,Then tell us.,Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,"Perhaps I should withdraw,",Eddard Stark;Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"No,",Luwin,Eddard Stark,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,We will need your counsel.,Luwin,Eddard Stark,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,What are you doing?,Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"Lighting a fire,",Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,Maester Luwin—,Catelyn Stark,Luwin,Luwin,Luwin,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"Maester Luwin has delivered all my children,",Eddard Stark,Luwin,Luwin;Robb Stark;Bran Stark;Rickon Stark;Sansa Stark;Arya Stark,Luwin,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,This is no time for false modesty.,Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"My lady, tell me! What was this message?",Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"A warning,",Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,If we have the wits to hear.,Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,Go on.,Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,Lysa says Jon Arryn was murdered.,Eddard Stark,Luwin,Lysa Arryn;Jon Arryn,Lysa Arryn;Jon Arryn,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,By whom?,Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"The Lannisters,",Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,The queen.,Eddard Stark,Luwin,Cersei Lannister,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Gods,",Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,Your sister is sick with grief. She cannot know what she is saying.,Catelyn Stark,Luwin,Lysa Arryn,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"She knows,",Eddard Stark,Luwin,Lysa Arryn,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"Lysa is impulsive, yes, but this message was carefully planned, cleverly hidden. She knew it meant death if her letter fell into the wrong hands. To risk so much, she must have had more than mere suspicion.",Eddard Stark,Luwin,Lysa Arryn,Lysa Arryn,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,Now we truly have no choice. You must be Robert's Hand. You must go south with him and learn the truth.,Eddard Stark,Luwin,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,The only truths I know are here. The south is a nest of adders I would do better to avoid.,Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,"The Hand of the King has great power, my lord. Power to find the truth of Lord Arryn's death, to bring his killers to the king's justice. Power to protect Lady Arryn and her son, if the worst be true.",Eddard Stark,Catelyn Stark,Jon Arryn;Lysa Arryn;Robert Arryn,Jon Arryn;Lysa Arryn,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,You say you love Robert like a brother. Would you leave your brother surrounded by Lannisters?,Eddard Stark,Luwin,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"The Others take both of you,",Catelyn Stark;Luwin,,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"My father went south once, to answer the summons of a king. He never came home again.",Catelyn Stark;Luwin,,Rickard Stark,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,"A different time,",Eddard Stark,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,A different king.,Eddard Stark,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Yes,",Luwin,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Catelyn, you shall stay here in Winterfell.",Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"No,",Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Yes,",Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"You must govern the north in my stead, while I run Robert's errands. There must always be a Stark in Winterfell. Robb is fourteen. Soon enough, he will be a man grown. He must learn to rule, and I will not be here for him. Make him part of your councils. He must be ready when his time comes.",Catelyn Stark,Luwin,Robb Stark;Robert Baratheon,Robb Stark;Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,"Gods will, not for many years,",Eddard Stark,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Maester Luwin, I trust you as I would my own blood. Give my wife your voice in all things great and small. Teach my son the things he needs to know. Winter is coming.",Luwin,Catelyn Stark,Catelyn Stark;Robb Stark,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,What of the other children?,Eddard Stark,Luwin,Sansa Stark;Arya Stark;Bran Stark;Rickon Stark,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Rickon is very young,",Catelyn Stark,Luwin,Rickon Stark,Rickon Stark,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,He should stay here with you and Robb. The others I would take with me.,Catelyn Stark,Luwin,Sansa Stark;Arya Stark;Bran Stark;Rickon Stark;Robb Stark,Robb Stark,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"I could not bear it,",Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"You must,",Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Sansa must wed Joffrey, that is clear now, we must give them no grounds to suspect our devotion. And it is past time that Arya learned the ways of a southron court. In a few years she will be of an age to marry too.",Catelyn Stark,Luwin,Sansa Stark;Arya Stark;Joffrey Baratheon,Sansa Stark;Arya Stark;Joffrey Baratheon,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"Yes,",Eddard Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"but please, Ned, for the love you bear me, let Bran remain here at Winterfell. He is only seven.",Eddard Stark,Luwin,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"I was eight when my father sent me to foster at the Eyrie,",Catelyn Stark,Luwin,Rickard Stark,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Ser Rodrik tells me there is bad feeling between Robb and Prince Joffrey. That is not healthy. Bran can bridge that distance. He is a sweet boy, quick to laugh, easy to love. Let him grow up with the young princes, let him become their friend as Robert became mine. Our House will be the safer for it.",Catelyn Stark,Luwin,Robb Stark;Joffrey Baratheon;Bran Stark,Robb Stark;Joffrey Baratheon;Bran Stark,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"Keep him off the walls, then,",Eddard Stark,Luwin,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,You know how Bran loves to climb.,Eddard Stark,Luwin,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Thank you, my lady,",Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"This is hard, I know.",Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,"What of Jon Snow, my lord?",Eddard Stark,Catelyn Stark,Jon Snow,Jon Snow,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,son,Jon Snow,,,,FALSE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Never ask me about Jon,",Catelyn Stark,,Jon Snow,Jon Snow,FALSE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"He is my blood, and that is all you need to know. And now I will learn where you heard that name, my lady.",Catelyn Stark,,Jon Snow,,FALSE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"Jon must go,",Eddard Stark,Luwin,Jon Snow,Jon Snow,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"He and Robb are close,",Catelyn Stark,Luwin,Robb Stark;Jon Snow,Robb Stark,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,I had hoped…,Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"He cannot stay here,",Eddard Stark,Luwin,Jon Snow,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,"He is your son, not mine. I will not have him.",Eddard Stark,Luwin,Jon Snow,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,You know I cannot take him south. There will be no place for him at court. A boy with a bastard's name… you know what they will say of him. He will be shunned.,Catelyn Stark,Luwin,Jon Snow,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Catelyn Stark,They say your friend Robert has fathered a dozen bastards himself.,Eddard Stark,Luwin,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,And none of them has ever been seen at court!,Catelyn Stark,Luwin,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"The Lannister woman has seen to that. How can you be so damnably cruel, Catelyn? He is only a boy. He—",Catelyn Stark,Luwin,Cersei Lannister,Cersei Lannister,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,"Another solution presents itself,",Eddard Stark;Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,Your brother Benjen came to me about Jon a few days ago. It seems the boy aspires to take the black.,Eddard Stark;Catelyn Stark,,Benjen Stark;Jon Snow,Benjen Stark;Jon Snow,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,He asked to join the Night's Watch?,Luwin,Catelyn Stark,Jon Snow,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,"There is great honor in service on the Wall, my lord.",Eddard Stark,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"And even a bastard may rise high in the Night's Watch,",Luwin,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Jon is so young. If he asked this when he was a man grown, that would be one thing, but a boy of fourteen…",Luwin,Catelyn Stark,Jon Snow,Jon Snow,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,"A hard sacrifice,",Eddard Stark,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,"Yet these are hard times, my lord. His road is no crueler than yours or your lady's.",Eddard Stark,Catelyn Stark,Jon Snow;Catelyn Stark,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"Very well,",Luwin,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,I suppose it is for the best. I will speak to Ben.,Luwin,Catelyn Stark,Benjen Stark,Benjen Stark,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Luwin,When shall we tell Jon?,Eddard Stark,Catelyn Stark,Jon Snow,Jon Snow,TRUE
8/6/1996,A Game Of Thrones,6,Catelyn II,Eddard Stark,"When I must. Preparations must be made. It will be a fortnight before we are ready to depart. I would sooner let Jon enjoy these last few days. Summer will end soon enough, and childhood as well. When the time comes, I will tell him myself.",Luwin,Catelyn Stark,Jon Snow,Jon Snow,TRUE
,,,,,,,,,,
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,"Sansa's work is as pretty as she is,",Catelyn Stark,,Sansa Stark,Sansa Stark,FALSE
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,"She has such fine, delicate hands.",Catelyn Stark,,Sansa Stark,,FALSE
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,Arya has the hands of a blacksmith.,Catelyn Stark,,Arya Stark,Arya Stark,FALSE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,What are you talking about?,Sansa Stark;Beth Cassel;Jeyne Poole,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,"Tell me,",Sansa Stark;Beth Cassel;Jeyne Poole,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Sansa Stark,"We were talking about the prince,",Arya Stark,Jeyne Poole;Beth Cassel,Joffrey Baratheon,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jeyne Poole,"Joffrey likes your sister,",Arya Stark,Sansa Stark;Beth Cassel,Joffrey Baratheon;Sansa Stark,Joffrey Baratheon,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jeyne Poole,He told her she was very beautiful.,Arya Stark,Sansa Stark;Beth Cassel,Joffrey Baratheon;Sansa Stark,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Beth Cassel,"He's going to marry her,",Arya Stark,Sansa Stark;Jeyne Poole,Joffrey Baratheon;Sansa Stark,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Beth Cassel,Then Sansa will be queen of all the realm.,Arya Stark,Sansa Stark;Jeyne Poole,Sansa Stark,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Sansa Stark,"Beth, you shouldn't make up stories,",Beth Cassel,Arya Stark;Jeyne Poole,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Sansa Stark,"What did you think of Prince Joff, sister? He's very gallant, don't you think?",Arya Stark,Beth Cassel;Jeyne Poole,Joffrey Baratheon,Joffrey Baratheon,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,"Jon says he looks like a girl,",Sansa Stark,Beth Cassel;Jeyne Poole,Jon Snow,Jon Snow,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Sansa Stark,"Poor Jon,",Arya Stark,Beth Cassel;Jeyne Poole,Jon Snow,Jon Snow,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Sansa Stark,He gets jealous because he's a bastard.,Arya Stark,Beth Cassel;Jeyne Poole,Jon Snow,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,"He's our brother,",Sansa Stark,Beth Cassel;Jeyne Poole,Jon Snow,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,"What are you talking about, children?",Arya Stark;Sansa Stark,Beth Cassel;Jeyne Poole;Myrcella Baratheon,,,FALSE
8/6/1996,A Game Of Thrones,7,Arya I,Sansa Stark,"Our half brother,",Mordane,Arya Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,Jon Snow,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Sansa Stark,"Arya and I were remarking on how pleased we were to have the princess with us today,",Mordane,Arya Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,Myrcella Baratheon,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,Indeed. A great honor for us all.,Sansa Stark,Arya Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,"Arya, why aren't you at work?",Arya Stark,Sansa Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,Let me see your stitches.,Arya Stark,Sansa Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,"Here,",Mordane,Sansa Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,"Arya, Arya, Arya,",Arya Stark,Sansa Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,This will not do. This will not do at all.,Arya Stark,Sansa Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,"Arya, come back here! Don't you take another step! Your lady mother will hear of this. In front of our royal princess too! You'll shame us all!",Arya Stark,Sansa Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,Myrcella Baratheon,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,"By your leave, my lady.",Myrcella Baratheon,Sansa Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Mordane,"Just where do you think you are going, Arya?",Arya Stark,Sansa Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,"I have to go shoe a horse,",Mordane,Sansa Stark;Beth Cassel;Jeyne Poole;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,,Lady.,Lady,,,,FALSE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,"Come,",Nymeria,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"Shouldn't you be working on your stitches, little sister?",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,I wanted to see them fight.,Jon Snow,,Bran Stark;Tommen Baratheon;Joffrey Baratheon;Robb Stark,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"Come here, then.",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"A shade more exhausting than needlework,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,"A shade more fun than needlework,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,Why aren't you down in the yard?,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"Bastards are not allowed to damage young princes,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,Any bruises they take in the practice yard must come from trueborn swords.,Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,Oh.,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,"I could do just as good as Bran,",Jon Snow,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,He's only seven. I'm nine.,Jon Snow,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"You're too skinny,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"I doubt you could even lift a longsword, little sister, never mind swing one.",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,You see Prince Joffrey?,Arya Stark,,Joffrey Baratheon,Joffrey Baratheon,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"Look at the arms on his surcoat,",Arya Stark,,Joffrey Baratheon,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"The Lannisters are proud,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"You'd think the royal sigil would be sufficient, but no. He makes his mother's House equal in honor to the king's.",Arya Stark,,Joffrey Baratheon,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,The woman is important too!,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"Perhaps you should do the same thing, little sister. Wed Tully to Stark in your arms.",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,A wolf with a fish in its mouth?,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,"That would look silly. Besides, if a girl can't fight, why should she have a coat of arms?",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"Girls get the arms but not the swords. Bastards get the swords but not the arms. I did not make the rules, little sister.",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Rodrik Cassel,Enough!,Bran Stark;Tommen Baratheon,Lew (guard);Donnis;Robb Stark;Joffrey Baratheon;Theon Greyjoy;Sandor Clegane,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Rodrik Cassel,"Well fought. Lew, Donnis, help them out of their armor.",Bran Stark;Tommen Baratheon;Lew (guard);Donnis,Robb Stark;Joffrey Baratheon;Theon Greyjoy;Sandor Clegane,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Rodrik Cassel,"Prince Joffrey, Robb, will you go another round?",Joffrey Baratheon;Robb Stark,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Robb Stark,Gladly.,Rodrik Cassel,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Joffrey Baratheon,"This is a game for children, Ser Rodrik.",Rodrik Cassel,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Theon Greyjoy,"You are children,",Joffrey Baratheon;Robb Stark,Lew (guard);Donnis;Sandor Clegane;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Joffrey Baratheon,"Robb may be a child,",Theon Greyjoy,Lew (guard);Donnis;Robb Stark;Sandor Clegane;Bran Stark;Tommen Baratheon;Rodrik Cassel,Robb Stark,Robb Stark,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Joffrey Baratheon,I am a prince. And I grow tired of swatting at Starks with a play sword.,Theon Greyjoy,Lew (guard);Donnis;Robb Stark;Sandor Clegane;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Robb Stark,"You got more swats than you gave, Joff,",Joffrey Baratheon,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Robb Stark,Are you afraid?,Joffrey Baratheon,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Joffrey Baratheon,"Oh, terrified,",Robb Stark,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Joffrey Baratheon,You're so much older.,Robb Stark,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"Joffrey is truly a little shit,",Arya Stark,,Joffrey Baratheon,Joffrey Baratheon,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Rodrik Cassel,What are you suggesting?,Joffrey Baratheon,Lew (guard);Donnis;Robb Stark;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Joffrey Baratheon,Live steel.,Robb Stark,Lew (guard);Donnis;Robb Stark;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Robb Stark,"Done,",Joffrey Baratheon,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Robb Stark,You'll be sorry!,Joffrey Baratheon,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Rodrik Cassel,"Live steel is too dangerous. I will permit you tourney swords, with blunted edges.",Joffrey Baratheon;Robb Stark,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Sandor Clegane,"This is your prince. Who are you to tell him he may not have an edge on his sword, ser?",Rodrik Cassel,Lew (guard);Donnis;Robb Stark;Joffrey Baratheon;Theon Greyjoy;Bran Stark;Tommen Baratheon,Joffrey Baratheon,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Rodrik Cassel,"Master-at-arms of Winterfell, Clegane, and you would do well not to forget it.",Sandor Clegane,Lew (guard);Donnis;Robb Stark;Joffrey Baratheon;Theon Greyjoy;Bran Stark;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Sandor Clegane,Are you training women here?,Rodrik Cassel,Lew (guard);Donnis;Robb Stark;Joffrey Baratheon;Theon Greyjoy;Bran Stark;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Rodrik Cassel,"I am training knights,",Sandor Clegane,Lew (guard);Donnis;Robb Stark;Joffrey Baratheon;Theon Greyjoy;Bran Stark;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Rodrik Cassel,They will have steel when they are ready. When they are of an age.,Sandor Clegane,Lew (guard);Donnis;Robb Stark;Joffrey Baratheon;Theon Greyjoy;Bran Stark;Tommen Baratheon,Joffrey Baratheon;Robb Stark,,TRUE
