Release Date,Book,Chapter Number,Chapter Name,Speaker,Dialogue,Addressee,Listener,About Character,Mentioned Character,Present
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,His honor—,Donal Noye,,Eddard Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,—did not prevent him from fathering a bastard. Did it?,Jon Snow,,Eddard Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,Can I go?,Donal Noye,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,You go when I tell you to go.,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"Look at me when I'm talking to you, boy.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"Words won't make your mother a whore. She was what she was, and nothing Toad says can change that. You know, we have men on the Wall whose mothers were whores.",Jon Snow,,Toad,Toad,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"You think you had it hard, being a high lord's bastard?",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"That boy Jeren is a septon's get, and Cotter Pyke is the baseborn son of a tavern wench. Now he commands Eastwatch by the Sea.",Jon Snow,,Jeren;Cotter Pyke,Jeren;Cotter Pyke,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"I don't care,",Donal Noye,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,I don't care about them and I don't care about you or Thorne or Benjen Stark or any of it. I hate it here. It's too… it's cold.,Donal Noye,,Alliser Thorne;Benjen Stark,Alliser Thorne;Benjen Stark,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"Yes. Cold and hard and mean, that's the Wall, and the men who walk it. Not like the stories your wet nurse told you. Well, piss on the stories and piss on your wet nurse. This is the way it is, and you're here for life, same as the rest of us.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"Life,",Donal Noye,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"Yes, life,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"A long life or a short one, it's up to you, Snow. The road you're walking, one of your brothers will slit your throat for you one night.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"They're not my brothers,",Donal Noye,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,They hate me because I'm better than they are.,Donal Noye,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,No. They hate you because you act like you're better than they are. They look at you and see a castle-bred bastard who thinks he's a lordling.,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"You're no lordling. Remember that. You're a Snow, not a Stark. You're a bastard and a bully.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,A bully?,Donal Noye,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,They were the ones who came after me. Four of them.,Donal Noye,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"Four that you've humiliated in the yard. Four who are probably afraid of you. I've watched you fight. It's not training with you. Put a good edge on your sword, and they'd be dead meat; you know it, I know it, they know it. You leave them nothing. You shame them. Does that make you proud?",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"They're all older than me,",Donal Noye,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"Older and bigger and stronger, that's the truth. I'll wager your master-at-arms taught you how to fight bigger men at Winterfell, though. Who was he, some old knight?",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"Ser Rodrik Cassel,",Donal Noye,,Rodrik Cassel,Rodrik Cassel,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"Now think on this, boy. None of these others have ever had a master-at-arms until Ser Alliser. Their fathers were farmers and wagonmen and poachers, smiths and miners and oars on a trading galley. What they know of fighting they learned between decks, in the alleys of Oldtown and Lannisport, in wayside brothels and taverns on the kingsroad. They may have clacked a few sticks together before they came here, but I promise you, not one in twenty was ever rich enough to own a real sword.",Jon Snow,,Alliser Thorne,Alliser Thorne,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"So how do you like the taste of your victories now, Lord Snow?",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,Don't call me that!,Donal Noye,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,I never… I didn't think…,Donal Noye,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"Best you start thinking,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Donal Noye,"That, or sleep with a dagger by your bed. Now go.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"And beyond a doubt the most useless,",Jon Snow,Benjen Stark,,,FALSE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"Makes you wonder what lies beyond,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"Lannister. I didn't see—I mean, I thought I was alone.",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,There's much to be said for taking people unawares. You never know what you might learn.,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"You won't learn anything from me,",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"Oh, I learn things everywhere I go.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"As I was saying… why is it that when one man builds a wall, the next man immediately needs to know what's on the other side?",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"You do want to know what's on the other side, don't you?",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"It's nothing special,",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"The rangers say it's just woods and mountains and frozen lakes, with lots of snow and ice.",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"And the grumkins and the snarks,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"Let us not forget them, Lord Snow, or else what's that big thing for?",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,Don't call me Lord Snow.,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"Would you rather be called the Imp? Let them see that their words can cut you, and you'll never be free of the mockery. If they want to give you a name, take it, make it your own. Then they can't hurt you with it anymore.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"Come, walk with me. They'll be serving some vile stew in the common hall by now, and I could do with a bowl of something hot.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"I don't see your wolf,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"I chain him up in the old stables when we're training. They board all the horses in the east stables now, so no one bothers him. The rest of the time he stays with me. My sleeping cell is in Hardin's Tower.",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"That's the one with the broken battlement, no? Shattered stone in the yard below, and a lean to it like our noble king Robert after a long night's drinking? I thought all those buildings had been abandoned.",Jon Snow,,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"No one cares where you sleep. Most of the old keeps are empty, you can pick any cell you want.",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"I'll be sure to tell your father to arrest more stonemasons, before your tower collapses.",Jon Snow,,Eddard Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"It's better that I'm by myself,",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,The rest of them are scared of Ghost.,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"Wise boys,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"The talk is, your uncle is too long away.",Jon Snow,,Benjen Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"He said he'd be back by my name day,",Tyrion Lannister,,Benjen Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"They were looking for Ser Waymar Royce, his father is bannerman to Lord Arryn. Uncle Benjen said they might search as far as the Shadow Tower. That's all the way up in the mountains.",Tyrion Lannister,,Benjen Stark;Waymar Royce;Yohn Royce;Jon Arryn,Benjen Stark;Waymar Royce,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"I hear that a good many rangers have vanished of late,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,Perhaps the grumkins are hungry this year.,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"Barley, onion, carrot,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,Someone should tell the cooks that turnip isn't a meat.,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,It's mutton stew.,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,Snow.,Jon Snow,Tyrion Lannister,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,The Lord Commander wants to see you. Now.,Jon Snow,Tyrion Lannister,Jeor Mormont,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,Is it my uncle?,Alliser Thorne,Tyrion Lannister,Benjen Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,Is he returned safe?,Alliser Thorne,Tyrion Lannister,Benjen Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,"The Lord Commander is not accustomed to waiting,",Jon Snow,Tyrion Lannister,Jeor Mormont,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,And I am not accustomed to having my commands questioned by bastards.,Jon Snow,Tyrion Lannister,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"Stop it, Thorne. You're frightening the boy.",Alliser Thorne,Jon Snow,Jon Snow,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,"Keep out of matters that don't concern you, Lannister. You have no place here.",Tyrion Lannister,Jon Snow,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"I have a place at court, though,",Alliser Thorne,Jon Snow,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"A word in the right ear, and you'll die a sour old man before you get another boy to train. Now tell Snow why the Old Bear needs to see him. Is there news of his uncle?",Alliser Thorne,Jon Snow,Jeor Mormont;Benjen Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,"No,",Tyrion Lannister,Jon Snow,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,"This is another matter entirely. A bird arrived this morning from Winterfell, with a message that concerns his brother.",Tyrion Lannister,Jon Snow,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,His half brother.,Tyrion Lannister,Jon Snow,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"Bran,",Tyrion Lannister;Alliser Thorne,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,Something's happened to Bran.,Tyrion Lannister;Alliser Thorne,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,"Jon,",Jon Snow,Alliser Thorne,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Tyrion Lannister,I am truly sorry.,Jon Snow,Alliser Thorne,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"Bran,",Jeor Mormont,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,What does it say about Bran?,Jeor Mormont,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jeor Mormont,I am told you can read.,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Mormont's raven,"Corn,",Jon Snow;Jeor Mormont,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Mormont's raven,"Corn, corn.",Jon Snow;Jeor Mormont,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"He woke up,",Jeor Mormont,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,The gods gave him back.,Jeor Mormont,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jeor Mormont,"Crippled,",Jon Snow,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jeor Mormont,"I'm sorry, boy. Read the rest of the letter.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"My brother is going to live,",Jeor Mormont,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Mormont's raven,Live! Live!,Jon Snow;Jeor Mormont,,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"My brother is going to live,",Unknown (Guard),,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,Bran is going to live!,Tyrion Lannister,Grenn;Alliser Thorne,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"Here, read it,",Tyrion Lannister,Grenn;Alliser Thorne,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Grenn,"Stay away from me now, you bastard.",Jon Snow,Tyrion Lannister;Alliser Thorne,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"I'm sorry about your wrist. Robb used the same move on me once, only with a wooden blade. It hurt like seven hells, but yours must be worse. Look, if you want, I can show you how to defend that.",Grenn,Tyrion Lannister;Alliser Thorne,Robb Stark,Robb Stark,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,Lord Snow wants to take my place now.,Jon Snow,Tyrion Lannister;Grenn,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,I'd have an easier time teaching a wolf to juggle than you will training this aurochs.,Jon Snow,Tyrion Lannister;Grenn,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,"I'll take that wager, Ser Alliser,",Alliser Thorne,Tyrion Lannister;Grenn,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Jon Snow,I'd love to see Ghost juggle.,Alliser Thorne,Tyrion Lannister;Grenn,,,TRUE
8/6/1996,A Game Of Thrones,19,Jon III,Alliser Thorne,"That was a grievous error, Lord Snow,",Jon Snow,Tyrion Lannister;Grenn,,,TRUE
,,,,,,,,,,
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"It will be convenient on the morrow,",Unknown (King's Steward),,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Unknown (King's Steward),"I shall give the councillors your regrets, my lord.",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"No, damn it,",Unknown (King's Steward),,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,I will see them. Pray give me a few moments to change into something more presentable.,Unknown (King's Steward),,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Unknown (King's Steward),"Yes, my lord,",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Unknown (King's Steward),"We have given you Lord Arryn's former chambers in the Tower of the Hand, if it please you. I shall have your things taken there.",Eddard Stark,,Jon Arryn,Jon Arryn,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"My thanks,",Unknown (King's Steward),,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"It seems the council has urgent need of me. See that my daughters find their bedchambers, and tell Jory to keep them there. Arya is not to go exploring.",Vayon Poole,,Sansa Stark;Arya Stark;Jory Cassel,Arya Stark;Jory Cassel,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,My wagons are still straggling through the city. I shall need appropriate garments.,Unknown (King's Steward),,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Unknown (King's Steward),"It will be my great pleasure,",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Varys,"Lord Stark, I was grievous sad to hear about your troubles on the kingsroad. We have all been visiting the sept to light candles for Prince Joffrey. I pray for his recovery.",Eddard Stark,Petyr Baelish;Renly Baratheon;Pycelle;,Joffrey Baratheon,Joffrey Baratheon,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"Your gods have heard you,",Varys,Petyr Baelish;Renly Baratheon;Pycelle,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,The prince grows stronger every day.,Varys,Petyr Baelish;Renly Baratheon;Pycelle,Joffrey Baratheon,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,"I see you have arrived safely, Lord Stark,",Eddard Stark,Petyr Baelish;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"And you as well,",Renly Baratheon,Petyr Baelish;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"You must forgive me, but sometimes you look the very image of your brother Robert.",Renly Baratheon,Petyr Baelish;Pycelle;Varys,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,"A poor copy,",Eddard Stark,Petyr Baelish;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,"Though much better dressed,",Eddard Stark,Renly Baratheon;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,Lord Renly spends more on clothing than half the ladies of the court.,Eddard Stark,Renly Baratheon;Pycelle;Varys,Renly Baratheon,Renly Baratheon,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,"There are worse crimes,",Petyr Baelish,Eddard Stark;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,"The way you dress, for one.",Petyr Baelish,Eddard Stark;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,"I have hoped to meet you for some years, Lord Stark. No doubt Lady Catelyn has mentioned me to you.",Eddard Stark,Renly Baratheon;Pycelle;Varys,Catelyn Stark,Catelyn Stark,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"She has,",Petyr Baelish,Renly Baratheon;Pycelle;Varys,Catelyn Stark,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,I understand you knew my brother Brandon as well.,Petyr Baelish,Renly Baratheon;Pycelle;Varys,Brandon Stark,Brandon Stark,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,"Rather too well,",Eddard Stark,Renly Baratheon;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,I still carry a token of his esteem. Did Brandon speak of me too?,Eddard Stark,Renly Baratheon;Pycelle;Varys,Brandon Stark,Brandon Stark,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"Often, and with some heat,",Petyr Baelish,Renly Baratheon;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,"I should have thought that heat ill suits you Starks,",Eddard Stark,Renly Baratheon;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,"Here in the south, they say you are all made of ice, and melt when you ride below the Neck.",Eddard Stark,Renly Baratheon;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"I do not plan on melting soon, Lord Baelish. You may count on it.",Petyr Baelish,Renly Baratheon;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"Maester Pycelle, I trust you are well.",Pycelle,Renly Baratheon;Petyr Baelish;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Pycelle,"Well enough for a man of my years, my lord,",Eddard Stark,Renly Baratheon;Petyr Baelish;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Pycelle,"yet I do tire easily, I fear.",Eddard Stark,Renly Baratheon;Petyr Baelish;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Pycelle,"Perhaps we might begin soon,",Eddard Stark,Renly Baratheon;Petyr Baelish;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Pycelle,I fear I shall fall asleep if we wait much longer.,Eddard Stark,Renly Baratheon;Petyr Baelish;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,As you will.,Pycelle,Renly Baratheon;Petyr Baelish;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"My lords,",Pycelle;Varys;Petyr Baelish;Renly Baratheon,,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,I am sorry to have kept you waiting.,Pycelle;Varys;Petyr Baelish;Renly Baratheon,,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Varys,"You are the King's Hand,",Eddard Stark,Petyr Baelish;Renly Baratheon;Pycelle,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Varys,"We serve at your pleasure, Lord Stark.",Eddard Stark,Petyr Baelish;Renly Baratheon;Pycelle,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"We are but five,",Pycelle;Varys;Petyr Baelish;Renly Baratheon,,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Varys,"Lord Stannis took himself to Dragonstone not long after the king went north,",Eddard Stark,Petyr Baelish;Renly Baratheon;Pycelle,Stannis Baratheon;Robert Baratheon,Stannis Baratheon,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Varys,"and our gallant Ser Barristan no doubt rides beside the king as he makes his way through the city, as befits the Lord Commander of the Kingsguard.",Eddard Stark,Petyr Baelish;Renly Baratheon;Pycelle,Barristan Selmy;Robert Baratheon,Barristan Selmy,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"Perhaps we had best wait for Ser Barristan and the king to join us,",Varys,Petyr Baelish;Renly Baratheon;Pycelle,Barristan Selmy;Robert Baratheon,Barristan Selmy,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,"If we wait for my brother to grace us with his royal presence, it could be a long sit.",Eddard Stark,Petyr Baelish;Varys;Pycelle,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Varys,"Our good King Robert has many cares,",Eddard Stark,Petyr Baelish;Renly Baratheon;Pycelle,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Varys,"He entrusts some small matters to us, to lighten his load.",Eddard Stark,Petyr Baelish;Renly Baratheon;Pycelle,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,"What Lord Varys means is that all this business of coin and crops and justice bores my royal brother to tears,",Eddard Stark,Varys;Petyr Baelish;Pycelle,Robert Baratheon;Varys,Varys,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,so it falls to us to govern the realm. He does send us a command from time to time.,Eddard Stark,Varys;Petyr Baelish;Pycelle,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,This morning he commanded me to ride ahead with all haste and ask Grand Maester Pycelle to convene this council at once. He has an urgent task for us.,Eddard Stark,Varys;Petyr Baelish;Pycelle,Robert Baratheon;Pycelle,Pycelle,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"Gods be good,",Pycelle;Varys;Petyr Baelish;Renly Baratheon,,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,"What Lord Eddard means to say,",Pycelle;Varys;Petyr Baelish,Eddard Stark,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,is that His Grace instructs us to stage a great tournament in honor of his appointment as the Hand of the King.,Pycelle;Varys;Petyr Baelish,Eddard Stark,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,How much?,Eddard Stark,Renly Baratheon;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,"Forty thousand golden dragons to the champion. Twenty thousand to the man who comes second, another twenty to the winner of the melee, and ten thousand to the victor of the archery competition.",Petyr Baelish,Renly Baratheon;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,"Ninety thousand gold pieces,",Eddard Stark,Renly Baratheon;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,"And we must not neglect the other costs. Robert will want a prodigious feast. That means cooks, carpenters, serving girls, singers, jugglers, fools…",Eddard Stark,Renly Baratheon;Pycelle;Varys,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Renly Baratheon,"Fools we have in plenty,",Petyr Baelish,Eddard Stark;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Pycelle,Will the treasury bear the expense?,Petyr Baelish,Eddard Stark;Renly Baratheon;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,What treasury is that?,Pycelle,Eddard Stark;Renly Baratheon;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,"Spare me the foolishness, Maester. You know as well as I that the treasury has been empty for years. I shall have to borrow the money. No doubt the Lannisters will be accommodating. We owe Lord Tywin some three million dragons at present, what matter another hundred thousand?",Pycelle,Eddard Stark;Renly Baratheon;Varys,Tywin Lannister,Tywin Lannister,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,Are you claiming that the Crown is three million gold pieces in debt?,Petyr Baelish,Renly Baratheon;Pycelle;Varys,,,TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Petyr Baelish,"The Crown is more than six million gold pieces in debt, Lord Stark. The Lannisters are the biggest part of it, but we have also borrowed from Lord Tyrell, the Iron Bank of Braavos, and several Tyroshi trading cartels. Of late I've had to turn to the Faith. The High Septon haggles worse than a Dornish fishmonger.",Eddard Stark,Renly Baratheon;Pycelle;Varys,Mace Tyrell;High Septon (fat one),Mace Tyrell;High Septon (fat one),TRUE
8/6/1996,A Game Of Thrones,20,Eddard IV,Eddard Stark,Aerys Targaryen left a treasury flowing with gold. How could you let this happen?,Petyr Baelish,Renly Baratheon;Pycelle;Varys,Aerys II Targaryen,Aerys II Targaryen,TRUE
